,MMM-YY,Driver_ID,Age,Gender,City,Education_Level,Income,Dateofjoining,LastWorkingDate,Joining Designation,Grade,Total Business Value,Quarterly Rating,,Churn
16856,8/1/2019,2492,36,1,C28,2,59644,18/11/17,,1,2,400440,2,,0
16857,9/1/2019,2492,36,1,C28,2,59644,18/11/17,,1,2,655000,2,,0
16858,10/1/2019,2492,36,1,C28,2,59644,18/11/17,,1,2,0,2,,0
16859,11/1/2019,2492,36,1,C28,2,59644,18/11/17,,1,2,809680,2,,0
16860,12/1/2019,2492,36,1,C28,2,59644,18/11/17,,1,2,101710,2,,0
16861,1/1/2020,2492,36,1,C28,2,59644,18/11/17,,1,2,1110340,3,,0
16862,2/1/2020,2492,36,1,C28,2,59644,18/11/17,,1,2,1200000,3,,0
16863,3/1/2020,2492,36,1,C28,2,59644,18/11/17,,1,2,2571300,3,,0
16864,4/1/2020,2492,36,1,C28,2,59644,18/11/17,,1,2,735060,3,,0
16865,5/1/2020,2492,36,1,C28,2,59644,18/11/17,,1,2,756070,3,,0
16866,6/1/2020,2492,36,1,C28,2,59644,18/11/17,6/7/2020,1,2,350000,3,,1
16867,1/1/2019,2493,50,1,C19,2,40013,25/05/16,,1,2,1092100,4,,0
16868,2/1/2019,2493,50,1,C19,2,40013,25/05/16,,1,2,1725300,4,,0
16869,3/1/2019,2493,50,1,C19,2,40013,25/05/16,,1,2,3468070,4,,0
16870,4/1/2019,2493,50,1,C19,2,40013,25/05/16,,1,2,363100,3,,0
16871,5/1/2019,2493,50,1,C19,2,40013,25/05/16,,1,2,762760,3,,0
16872,6/1/2019,2493,50,1,C19,2,40013,25/05/16,,1,2,0,3,,0
16873,7/1/2019,2493,50,1,C19,2,40013,25/05/16,,1,2,765760,3,,0
16874,8/1/2019,2493,50,1,C19,2,40013,25/05/16,,1,2,-12440,3,,0
16875,9/1/2019,2493,50,1,C19,2,40013,25/05/16,,1,2,1167240,3,,0
16876,10/1/2019,2493,50,1,C19,2,40013,25/05/16,,1,2,1947350,4,,0
16877,11/1/2019,2493,51,1,C19,2,40013,25/05/16,,1,2,492250,4,,0
16878,12/1/2019,2493,51,1,C19,2,40013,25/05/16,,1,2,641540,4,,0
16879,1/1/2020,2493,51,1,C19,2,40013,25/05/16,,1,2,295910,1,,0
16880,2/1/2020,2493,51,1,C19,2,40013,25/05/16,22/02/20,1,2,0,1,,1
16881,1/1/2019,2494,45,0,C27,0,48747,25/05/18,,1,1,789380,4,,0
16882,2/1/2019,2494,45,0,C27,0,48747,25/05/18,,1,1,302640,4,,0
16883,3/1/2019,2494,45,0,C27,0,48747,25/05/18,,1,1,5833110,4,,0
16884,4/1/2019,2494,45,0,C27,0,48747,25/05/18,,1,1,245290,3,,0
16885,5/1/2019,2494,45,0,C27,0,48747,25/05/18,,1,1,461540,3,,0
16886,6/1/2019,2494,45,0,C27,0,48747,25/05/18,,1,1,203870,3,,0
16887,7/1/2019,2494,45,0,C27,0,48747,25/05/18,,1,1,307880,3,,0
16888,8/1/2019,2494,46,0,C27,0,48747,25/05/18,,1,1,239400,3,,0
16889,9/1/2019,2494,46,0,C27,0,48747,25/05/18,,1,1,852680,3,,0
16890,10/1/2019,2494,46,0,C27,0,48747,25/05/18,,1,1,867750,3,,0
16891,11/1/2019,2494,46,0,C27,0,48747,25/05/18,,1,1,191580,3,,0
16892,12/1/2019,2494,46,0,C27,0,48747,25/05/18,,1,1,150570,3,,0
16893,1/1/2020,2494,46,0,C27,0,48747,25/05/18,,1,1,799480,3,,0
16894,2/1/2020,2494,46,0,C27,0,48747,25/05/18,,1,1,295750,3,,0
16895,3/1/2020,2494,46,0,C27,0,48747,25/05/18,,1,1,1817230,3,,0
16896,4/1/2020,2494,46,0,C27,0,48747,25/05/18,,1,1,356650,3,,0
16897,5/1/2020,2494,46,0,C27,0,48747,25/05/18,,1,1,775540,3,,0
16898,6/1/2020,2494,46,0,C27,0,48747,25/05/18,,1,1,560440,3,,0
16899,7/1/2020,2494,46,0,C27,0,48747,25/05/18,,1,1,509760,3,,0
16900,8/1/2020,2494,47,0,C27,0,48747,25/05/18,,1,1,234800,3,,0
16901,9/1/2020,2494,47,0,C27,0,48747,25/05/18,,1,1,651450,3,,0
16902,10/1/2020,2494,47,0,C27,0,48747,25/05/18,,1,1,151040,3,,0
16903,11/1/2020,2494,47,0,C27,0,48747,25/05/18,,1,1,409080,3,,0
16904,12/1/2020,2494,47,0,C27,0,48747,25/05/18,,1,1,777140,3,,0
16905,1/1/2019,2495,31,1,C3,0,25228,11/12/2018,,1,1,387180,3,,0
16906,2/1/2019,2495,31,1,C3,0,25228,11/12/2018,,1,1,1018940,3,,0
16907,3/1/2019,2495,31,1,C3,0,25228,11/12/2018,,1,1,567860,3,,0
16908,4/1/2019,2495,32,1,C3,0,25228,11/12/2018,,1,1,200000,2,,0
16909,5/1/2019,2495,32,1,C3,0,25228,11/12/2018,,1,1,0,2,,0
16910,6/1/2019,2495,32,1,C3,0,25228,11/12/2018,,1,1,120620,2,,0
16911,7/1/2019,2495,32,1,C3,0,25228,11/12/2018,,1,1,400000,2,,0
16912,8/1/2019,2495,32,1,C3,0,25228,11/12/2018,,1,1,422110,2,,0
16913,9/1/2019,2495,32,1,C3,0,25228,11/12/2018,,1,1,200000,2,,0
16914,10/1/2019,2495,32,1,C3,0,25228,11/12/2018,,1,1,200000,1,,0
16915,11/1/2019,2495,32,1,C3,0,25228,11/12/2018,,1,1,0,1,,0
16916,12/1/2019,2495,32,1,C3,0,25228,11/12/2018,,1,1,0,1,,0
16917,1/1/2020,2495,32,1,C3,0,25228,11/12/2018,,1,1,675000,2,,0
16918,2/1/2020,2495,32,1,C3,0,25228,11/12/2018,,1,1,400000,2,,0
16919,3/1/2020,2495,32,1,C3,0,25228,11/12/2018,,1,1,350810,2,,0
16920,4/1/2020,2495,33,1,C3,0,25228,11/12/2018,4/12/2020,1,1,-400000,1,,1
16921,2/1/2020,2496,23,0,C28,2,38169,31/01/20,,1,1,0,2,,0
16922,3/1/2020,2496,23,0,C28,2,38169,31/01/20,,1,1,878880,2,,0
16923,4/1/2020,2496,23,0,C28,2,38169,31/01/20,,1,1,235130,2,,0
16924,5/1/2020,2496,23,0,C28,2,38169,31/01/20,,1,1,350000,2,,0
16925,6/1/2020,2496,23,0,C28,2,38169,31/01/20,,1,1,297320,2,,0
16926,7/1/2020,2496,23,0,C28,2,38169,31/01/20,,1,1,965290,4,,0
16927,8/1/2020,2496,23,0,C28,2,38169,31/01/20,,1,1,750350,4,,0
16928,9/1/2020,2496,23,0,C28,2,38169,31/01/20,,1,1,1038800,4,,0
16929,10/1/2020,2496,23,0,C28,2,38169,31/01/20,,1,1,409750,1,,0
16930,11/1/2020,2496,23,0,C28,2,38169,31/01/20,,1,1,0,1,,0
16931,12/1/2020,2496,24,0,C28,2,38169,31/01/20,,1,1,0,1,,0
16932,7/1/2020,2497,38,1,C4,0,52092,30/06/20,,3,3,144600,2,,0
16933,8/1/2020,2497,38,1,C4,0,52092,30/06/20,,3,3,0,2,,0
16934,9/1/2020,2497,38,1,C4,0,52092,30/06/20,,3,3,576080,2,,0
16935,10/1/2020,2497,38,1,C4,0,52092,30/06/20,,3,3,188330,2,,0
16936,11/1/2020,2497,38,1,C4,0,52092,30/06/20,,3,3,331850,2,,0
16937,12/1/2020,2497,39,1,C4,0,52092,30/06/20,,3,3,456980,2,,0
16938,7/1/2020,2498,30,0,C22,0,15052,27/07/20,,1,1,0,2,,0
16939,8/1/2020,2498,30,0,C22,0,15052,27/07/20,,1,1,469340,2,,0
16940,9/1/2020,2498,30,0,C22,0,15052,27/07/20,,1,1,534630,2,,0
16941,10/1/2020,2498,30,0,C22,0,15052,27/07/20,,1,1,619320,2,,0
16942,11/1/2020,2498,30,0,C22,0,15052,27/07/20,,1,1,464610,2,,0
16943,12/1/2020,2498,30,0,C22,0,15052,27/07/20,,1,1,153990,2,,0
16944,7/1/2019,2499,27,0,C17,1,75458,7/6/2019,,2,2,0,1,,0
16945,8/1/2019,2499,27,0,C17,1,75458,7/6/2019,,2,2,0,1,,0
16946,9/1/2019,2499,27,0,C17,1,75458,7/6/2019,30/08/19,2,2,0,1,,1
16947,10/1/2020,2500,32,0,C8,1,66536,28/09/20,,3,3,0,1,,0
16948,11/1/2020,2500,32,0,C8,1,66536,28/09/20,,3,3,0,1,,0
16949,12/1/2020,2500,32,0,C8,1,66536,28/09/20,,3,3,0,1,,0
16950,8/1/2019,2501,31,1,C7,0,30212,8/4/2019,,1,1,0,1,,0
16951,9/1/2019,2501,31,1,C7,0,30212,8/4/2019,,1,1,0,1,,0
16952,10/1/2019,2501,31,1,C7,0,30212,8/4/2019,,1,1,0,1,,0
16953,11/1/2019,2501,31,1,C7,0,30212,8/4/2019,,1,1,200000,1,,0
16954,12/1/2019,2501,31,1,C7,0,30212,8/4/2019,,1,1,0,1,,0
16955,1/1/2020,2501,31,1,C7,0,30212,8/4/2019,,1,1,400000,2,,0
16956,2/1/2020,2501,31,1,C7,0,30212,8/4/2019,,1,1,500000,2,,0
16957,3/1/2020,2501,31,1,C7,0,30212,8/4/2019,3/8/2020,1,1,150290,2,,1
16958,9/1/2019,2502,30,1,C20,0,91020,9/12/2019,,3,3,0,1,,0
16959,10/1/2019,2502,30,1,C20,0,91020,9/12/2019,,3,3,0,1,,0
16960,11/1/2019,2502,31,1,C20,0,91020,9/12/2019,,3,3,0,1,,0
16961,12/1/2019,2502,31,1,C20,0,91020,9/12/2019,,3,3,0,1,,0
16962,1/1/2020,2502,31,1,C20,0,91020,9/12/2019,24/01/20,3,3,0,1,,1
16963,7/1/2019,2503,35,1,C13,0,71761,28/06/19,,3,3,0,1,,0
16964,8/1/2019,2503,35,1,C13,0,71761,28/06/19,23/08/19,3,3,0,1,,1
16965,6/1/2020,2504,32,1,C20,2,70395,29/05/20,,3,3,0,1,,0
16966,7/1/2020,2504,32,1,C20,2,70395,29/05/20,,3,3,0,1,,0
16967,8/1/2020,2504,32,1,C20,2,70395,29/05/20,,3,3,0,1,,0
16968,9/1/2020,2504,32,1,C20,2,70395,29/05/20,,3,3,0,1,,0
16969,10/1/2020,2504,32,1,C20,2,70395,29/05/20,28/09/20,3,3,0,1,,1
16970,1/1/2019,2505,40,0,C12,1,47809,18/08/18,,1,1,4246000,4,,0
16971,2/1/2019,2505,40,0,C12,1,47809,18/08/18,,1,1,101990,4,,0
16972,3/1/2019,2505,40,0,C12,1,47809,18/08/18,,1,1,6431650,4,,0
16973,4/1/2019,2505,40,0,C12,1,47809,18/08/18,,1,1,194000,3,,0
16974,5/1/2019,2505,40,0,C12,1,47809,18/08/18,,1,1,0,3,,0
16975,6/1/2019,2505,41,0,C12,1,47809,18/08/18,,1,1,742500,3,,0
16976,7/1/2019,2505,41,0,C12,1,47809,18/08/18,,1,1,288850,2,,0
16977,8/1/2019,2505,41,0,C12,1,47809,18/08/18,,1,1,250000,2,,0
16978,9/1/2019,2505,41,0,C12,1,47809,18/08/18,,1,1,207570,2,,0
16979,10/1/2019,2505,41,0,C12,1,47809,18/08/18,,1,1,1430740,4,,0
16980,11/1/2019,2505,41,0,C12,1,47809,18/08/18,,1,1,1240000,4,,0
16981,12/1/2019,2505,41,0,C12,1,47809,18/08/18,,1,1,723600,4,,0
16982,1/1/2020,2505,41,0,C12,1,47809,18/08/18,,1,1,151280,3,,0
16983,2/1/2020,2505,41,0,C12,1,47809,18/08/18,,1,1,400000,3,,0
16984,3/1/2020,2505,41,0,C12,1,47809,18/08/18,,1,1,2719600,3,,0
16985,4/1/2020,2505,41,0,C12,1,47809,18/08/18,,1,1,200000,3,,0
16986,5/1/2020,2505,41,0,C12,1,47809,18/08/18,,1,1,152290,3,,0
16987,6/1/2020,2505,42,0,C12,1,47809,18/08/18,,1,1,1000000,3,,0
16988,7/1/2020,2505,42,0,C12,1,47809,18/08/18,,1,1,538900,3,,0
16989,8/1/2020,2505,42,0,C12,1,47809,18/08/18,,1,1,1086110,3,,0
16990,9/1/2020,2505,42,0,C12,1,47809,18/08/18,,1,1,518800,3,,0
16991,10/1/2020,2505,42,0,C12,1,47809,18/08/18,,1,1,900000,3,,0
16992,11/1/2020,2505,42,0,C12,1,47809,18/08/18,,1,1,142800,3,,0
16993,12/1/2020,2505,42,0,C12,1,47809,18/08/18,,1,1,293280,3,,0
16994,12/1/2019,2506,33,0,C15,1,18173,29/11/19,,1,1,0,1,,0
16995,1/1/2020,2506,33,0,C15,1,18173,29/11/19,,1,1,150450,1,,0
16996,2/1/2020,2506,33,0,C15,1,18173,29/11/19,,1,1,150540,1,,0
16997,3/1/2020,2506,33,0,C15,1,18173,29/11/19,,1,1,150280,1,,0
16998,4/1/2020,2506,33,0,C15,1,18173,29/11/19,,1,1,150160,1,,0
16999,5/1/2020,2506,33,0,C15,1,18173,29/11/19,,1,1,298010,1,,0
17000,6/1/2020,2506,33,0,C15,1,18173,29/11/19,,1,1,0,1,,0
17001,7/1/2020,2506,33,0,C15,1,18173,29/11/19,30/06/20,1,1,0,1,,1
17002,11/1/2019,2507,26,0,C23,2,59536,16/11/19,,1,1,0,1,,0
17003,12/1/2019,2507,26,0,C23,2,59536,16/11/19,,1,1,0,1,,0
17004,1/1/2020,2507,26,0,C23,2,59536,16/11/19,,1,1,0,1,,0
17005,2/1/2020,2507,,0,C23,2,59536,16/11/19,,1,1,0,1,,0
17006,3/1/2020,2507,26,0,C23,2,59536,16/11/19,24/03/20,1,1,0,1,,1
17007,1/1/2019,2508,37,0,C11,2,64254,18/05/18,,1,2,581310,2,,0
17008,2/1/2019,2508,37,0,C11,2,64254,18/05/18,,1,2,391420,2,,0
17009,3/1/2019,2508,37,0,C11,2,64254,18/05/18,,1,2,1574850,2,,0
17010,4/1/2019,2508,37,0,C11,2,64254,18/05/18,,1,2,0,1,,0
17011,5/1/2019,2508,37,0,C11,2,64254,18/05/18,,1,2,0,1,,0
17012,6/1/2019,2508,37,0,C11,2,64254,18/05/18,30/05/19,1,2,0,1,,1
17013,7/1/2020,2509,38,1,C28,1,118773,28/06/20,,3,3,0,2,,0
17014,8/1/2020,2509,38,1,C28,1,118773,28/06/20,,3,3,822390,2,,0
17015,9/1/2020,2509,38,1,C28,1,118773,28/06/20,,3,3,242280,2,,0
17016,10/1/2020,2509,38,1,C28,1,118773,28/06/20,,3,3,310120,1,,0
17017,11/1/2020,2509,38,1,C28,1,118773,28/06/20,,3,3,150730,1,,0
17018,12/1/2020,2509,38,1,C28,1,118773,28/06/20,28/11/20,3,3,0,1,,1
17019,1/1/2019,2510,41,0,C1,2,130752,5/5/2014,,2,4,486610,2,,0
17020,2/1/2019,2510,41,0,C1,2,130752,5/5/2014,,2,4,898280,2,,0
17021,3/1/2019,2510,41,0,C1,2,130752,5/5/2014,,2,4,5400000,2,,0
17022,4/1/2019,2510,41,0,C1,2,130752,5/5/2014,,2,4,80000,1,,0
17023,5/1/2019,2510,41,0,C1,2,130752,5/5/2014,,2,4,-80000,1,,0
17024,6/1/2019,2510,41,0,C1,2,130752,5/5/2014,,2,4,260000,1,,0
17025,7/1/2019,2510,41,0,C1,2,130752,5/5/2014,7/4/2019,2,4,0,1,,1
17026,7/1/2020,2511,23,1,C6,1,43876,22/06/20,,1,1,0,1,,0
17027,8/1/2020,2511,23,1,C6,1,43876,22/06/20,,1,1,214650,1,,0
17028,9/1/2020,2511,23,1,C6,1,43876,22/06/20,,1,1,0,1,,0
17029,10/1/2020,2511,23,1,C6,1,43876,22/06/20,,1,1,0,4,,0
17030,11/1/2020,2511,23,1,C6,1,43876,22/06/20,,1,1,1230480,4,,0
17031,12/1/2020,2511,23,1,C6,1,43876,22/06/20,,1,1,1191080,4,,0
17032,1/1/2019,2513,27,0,C10,0,125576,5/1/2016,,1,3,1339250,2,,0
17033,2/1/2019,2513,27,0,C10,0,125576,5/1/2016,,1,3,964140,2,,0
17034,3/1/2019,2513,27,0,C10,0,125576,5/1/2016,,1,3,1935820,2,,0
17035,4/1/2019,2513,27,0,C10,0,125576,5/1/2016,,1,3,201600,4,,0
17036,5/1/2019,2513,27,0,C10,0,125576,5/1/2016,,1,3,711120,4,,0
17037,6/1/2019,2513,27,0,C10,0,125576,5/1/2016,,1,3,1677320,4,,0
17038,7/1/2019,2513,28,0,C10,0,125576,5/1/2016,,1,3,494460,2,,0
17039,8/1/2019,2513,28,0,C10,0,125576,5/1/2016,,1,3,200000,2,,0
17040,9/1/2019,2513,28,0,C10,0,125576,5/1/2016,29/08/19,1,3,121250,2,,1
17041,11/1/2019,2514,31,0,C16,2,33169,31/10/19,,2,2,0,1,,0
17042,12/1/2019,2514,31,0,C16,2,33169,31/10/19,,2,2,0,1,,0
17043,1/1/2020,2514,31,0,C16,2,33169,31/10/19,,2,2,142320,1,,0
17044,2/1/2020,2514,31,0,C16,2,33169,31/10/19,,2,2,150150,1,,0
17045,3/1/2020,2514,31,0,C16,2,33169,31/10/19,3/9/2020,2,2,0,1,,1
17046,11/1/2020,2515,40,0,C5,2,37667,13/11/20,,2,2,0,1,,0
17047,12/1/2020,2515,40,0,C5,2,37667,13/11/20,,2,2,0,1,,0
17048,7/1/2019,2516,45,0,C15,2,115152,30/06/19,,4,4,0,1,,0
17049,8/1/2019,2516,45,0,C15,2,115152,30/06/19,,4,4,0,1,,0
17050,9/1/2019,2516,46,0,C15,2,115152,30/06/19,,4,4,152540,1,,0
17051,10/1/2019,2516,46,0,C15,2,115152,30/06/19,,4,4,0,1,,0
17052,11/1/2019,2516,46,0,C15,2,115152,30/06/19,,4,4,0,1,,0
17053,12/1/2019,2516,46,0,C15,2,115152,30/06/19,,4,4,700000,1,,0
17054,1/1/2020,2516,46,0,C15,2,115152,30/06/19,24/01/20,4,4,200000,1,,1
17055,1/1/2019,2517,31,1,C26,1,83236,31/05/15,,2,4,2485180,3,,0
17056,2/1/2019,2517,31,1,C26,1,83236,31/05/15,,2,4,6530520,3,,0
17057,3/1/2019,2517,31,1,C26,1,83236,31/05/15,,2,4,1962720,3,,0
17058,4/1/2019,2517,32,1,C26,1,83236,31/05/15,,2,4,338250,2,,0
17059,5/1/2019,2517,32,1,C26,1,83236,31/05/15,,2,4,203910,2,,0
17060,6/1/2019,2517,32,1,C26,1,83236,31/05/15,,2,4,226640,2,,0
17061,7/1/2019,2517,32,1,C26,1,83236,31/05/15,,2,4,370590,3,,0
17062,8/1/2019,2517,32,1,C26,1,83236,31/05/15,,2,4,648400,3,,0
17063,9/1/2019,2517,32,1,C26,1,83236,31/05/15,,2,4,1965380,3,,0
17064,10/1/2019,2517,32,1,C26,1,83236,31/05/15,,2,4,577560,1,,0
17065,11/1/2019,2517,32,1,C26,1,83236,31/05/15,,2,4,366850,1,,0
17066,12/1/2019,2517,32,,C26,1,83236,31/05/15,,2,4,400000,1,,0
17067,1/1/2020,2517,32,1,C26,1,83236,31/05/15,,2,4,900000,2,,0
17068,2/1/2020,2517,32,1,C26,1,83236,31/05/15,,2,4,531430,2,,0
17069,3/1/2020,2517,32,1,C26,1,83236,31/05/15,,2,4,5524750,2,,0
17070,4/1/2020,2517,33,1,C26,1,83236,31/05/15,,2,4,0,2,,0
17071,5/1/2020,2517,33,1,C26,1,83236,31/05/15,,2,4,885760,2,,0
17072,6/1/2020,2517,33,1,C26,1,83236,31/05/15,,2,4,573660,2,,0
17073,7/1/2020,2517,33,1,C26,1,83236,31/05/15,,2,4,2078100,3,,0
17074,8/1/2020,2517,33,1,C26,1,83236,31/05/15,,2,4,793600,3,,0
17075,9/1/2020,2517,33,1,C26,1,83236,31/05/15,,2,4,1475040,3,,0
17076,10/1/2020,2517,33,1,C26,1,83236,31/05/15,,2,4,751740,2,,0
17077,11/1/2020,2517,33,1,C26,1,83236,31/05/15,,2,4,1720750,2,,0
17078,12/1/2020,2517,33,1,C26,1,83236,31/05/15,,2,4,1828550,2,,0
17079,1/1/2019,2518,37,1,C13,1,67049,22/10/13,,1,3,517150,1,,0
17080,2/1/2019,2518,38,1,C13,1,67049,22/10/13,,1,3,791030,1,,0
17081,3/1/2019,2518,38,1,C13,1,67049,22/10/13,18/03/19,1,3,0,1,,1
17082,1/1/2019,2520,30,0,C18,0,34556,27/08/15,,2,2,575610,2,,0
17083,2/1/2019,2520,30,0,C18,0,34556,27/08/15,,2,2,458000,2,,0
17084,3/1/2019,2520,30,0,C18,0,34556,27/08/15,,2,2,1455260,2,,0
17085,4/1/2019,2520,30,0,C18,0,34556,27/08/15,,2,2,0,1,,0
17086,5/1/2019,2520,30,0,C18,0,34556,27/08/15,,2,2,200000,1,,0
17087,6/1/2019,2520,30,0,C18,0,34556,27/08/15,,2,2,0,1,,0
17088,7/1/2019,2520,31,0,C18,0,34556,27/08/15,,2,2,0,1,,0
17089,8/1/2019,2520,31,0,C18,0,34556,27/08/15,,2,2,0,1,,0
17090,9/1/2019,2520,31,0,C18,0,34556,27/08/15,22/09/19,2,2,353130,1,,1
17091,12/1/2020,2521,26,0,C24,0,30558,18/12/20,,1,1,0,1,,0
17092,1/1/2019,2522,34,1,C13,1,90057,4/1/2013,,2,5,9830180,4,,0
17093,2/1/2019,2522,34,1,C13,1,90057,4/1/2013,,2,5,165730,4,,0
17094,3/1/2019,2522,34,1,C13,1,90057,4/1/2013,,2,5,20596160,4,,0
17095,4/1/2019,2522,34,1,C13,1,90057,4/1/2013,,2,5,13475510,4,,0
17096,5/1/2019,2522,34,1,C13,1,90057,4/1/2013,,2,5,1710980,4,,0
17097,6/1/2019,2522,34,1,C13,1,90057,4/1/2013,,2,5,0,4,,0
17098,7/1/2019,2522,34,1,C13,1,90057,4/1/2013,,2,5,496420,3,,0
17099,8/1/2019,2522,35,1,C13,1,90057,4/1/2013,,2,5,2000000,3,,0
17100,9/1/2019,2522,35,1,C13,1,90057,4/1/2013,,2,5,2317970,3,,0
17101,10/1/2019,2522,35,1,C13,1,90057,4/1/2013,,2,5,2822560,2,,0
17102,11/1/2019,2522,35,1,C13,1,90057,4/1/2013,,2,5,240000,2,,0
17103,12/1/2019,2522,35,1,C13,1,90057,4/1/2013,,2,5,242540,2,,0
17104,1/1/2020,2522,35,1,C13,1,90057,4/1/2013,,2,5,151100,1,,0
17105,2/1/2020,2522,35,1,C13,1,90057,4/1/2013,,2,5,772670,1,,0
17106,3/1/2020,2522,35,1,C13,1,90057,4/1/2013,,2,5,1381500,1,,0
17107,4/1/2020,2522,35,1,C13,1,90057,4/1/2013,,2,5,0,2,,0
17108,5/1/2020,2522,35,1,C13,1,90057,4/1/2013,,2,5,1400000,2,,0
17109,6/1/2020,2522,35,1,C13,1,90057,4/1/2013,,2,5,2193640,2,,0
17110,7/1/2020,2522,35,1,C13,1,90057,4/1/2013,,2,5,502320,2,,0
17111,8/1/2020,2522,36,1,C13,1,90057,4/1/2013,,2,5,431000,2,,0
17112,9/1/2020,2522,36,1,C13,1,90057,4/1/2013,,2,5,2157900,2,,0
17113,10/1/2020,2522,36,1,C13,1,90057,4/1/2013,,2,5,0,4,,0
17114,11/1/2020,2522,36,1,C13,1,90057,4/1/2013,,2,5,-1304840,4,,0
17115,12/1/2020,2522,36,1,C13,1,90057,4/1/2013,,2,5,33747720,4,,0
17116,3/1/2020,2525,23,1,C16,0,18224,3/9/2020,,1,1,0,1,,0
17117,4/1/2020,2525,23,1,C16,0,18224,3/9/2020,,1,1,643320,3,,0
17118,5/1/2020,2525,23,1,C16,0,18224,3/9/2020,,1,1,500000,3,,0
17119,6/1/2020,2525,23,1,C16,0,18224,3/9/2020,,1,1,732040,3,,0
17120,7/1/2020,2525,23,1,C16,0,18224,3/9/2020,28/06/20,1,1,0,1,,1
17121,11/1/2019,2527,25,0,C5,0,16206,31/10/19,,1,1,0,1,,0
17122,12/1/2019,2527,25,0,C5,0,16206,31/10/19,,1,1,0,1,,0
17123,1/1/2020,2527,25,0,C5,0,16206,31/10/19,,1,1,0,2,,0
17124,2/1/2020,2527,25,0,C5,0,16206,31/10/19,,1,1,0,2,,0
17125,3/1/2020,2527,25,0,C5,0,16206,31/10/19,,1,1,1000000,2,,0
17126,4/1/2020,2527,25,0,C5,0,16206,31/10/19,,1,1,250030,1,,0
17127,5/1/2020,2527,25,0,C5,0,16206,31/10/19,,1,1,0,1,,0
17128,6/1/2020,2527,25,0,C5,0,16206,31/10/19,,1,1,200000,1,,0
17129,7/1/2020,2527,25,0,C5,0,16206,31/10/19,,1,1,0,1,,0
17130,8/1/2020,2527,25,0,C5,0,16206,31/10/19,,1,1,0,1,,0
17131,9/1/2020,2527,25,0,C5,0,16206,31/10/19,9/12/2020,1,1,0,1,,1
17132,1/1/2019,2528,45,1,C24,1,37521,18/12/18,,2,2,100150,1,,0
17133,2/1/2019,2528,45,1,C24,1,37521,18/12/18,,2,2,100620,1,,0
17134,3/1/2019,2528,45,1,C24,1,37521,18/12/18,,2,2,611940,1,,0
17135,4/1/2019,2528,45,1,C24,1,37521,18/12/18,,2,2,0,1,,0
17136,5/1/2019,2528,45,1,C24,1,37521,18/12/18,5/2/2019,2,2,0,1,,1
17137,7/1/2019,2529,40,0,C27,0,31816,7/4/2019,,1,1,0,1,,0
17138,8/1/2019,2529,40,0,C27,0,31816,7/4/2019,,1,1,0,1,,0
17139,9/1/2019,2529,40,0,C27,0,31816,7/4/2019,,1,1,152020,1,,0
17140,10/1/2019,2529,40,0,C27,0,31816,7/4/2019,,1,1,250000,2,,0
17141,11/1/2019,2529,40,0,C27,0,31816,7/4/2019,,1,1,155520,2,,0
17142,12/1/2019,2529,40,0,C27,0,31816,7/4/2019,,1,1,193530,2,,0
17143,1/1/2020,2529,41,0,C27,0,31816,7/4/2019,1/4/2020,1,1,0,1,,1
17144,1/1/2019,2530,27,1,C29,1,137450,8/2/2015,,3,4,3210520,2,,0
17145,2/1/2019,2530,27,1,C29,1,137450,8/2/2015,,3,4,1009200,2,,0
17146,3/1/2019,2530,28,1,C29,1,137450,8/2/2015,,3,4,319580,2,,0
17147,4/1/2019,2530,28,1,C29,1,137450,8/2/2015,,3,4,0,1,,0
17148,5/1/2019,2530,28,1,C29,1,137450,8/2/2015,,3,4,0,1,,0
17149,6/1/2019,2530,28,1,C29,1,137450,8/2/2015,,3,4,0,1,,0
17150,7/1/2019,2530,28,1,C29,1,137450,8/2/2015,,3,4,0,1,,0
17151,8/1/2019,2530,28,1,C29,1,137450,8/2/2015,,3,4,0,1,,0
17152,9/1/2019,2530,28,1,C29,1,137450,8/2/2015,,3,4,380000,1,,0
17153,10/1/2019,2530,28,1,C29,1,137450,8/2/2015,,3,4,0,2,,0
17154,11/1/2019,2530,28,1,C29,1,137450,8/2/2015,,3,4,1200000,2,,0
17155,12/1/2019,2530,28,1,C29,1,137450,8/2/2015,,3,4,668520,2,,0
17156,1/1/2020,2530,28,1,C29,1,137450,8/2/2015,,3,4,145530,2,,0
17157,2/1/2020,2530,28,1,C29,1,137450,8/2/2015,,3,4,156600,2,,0
17158,3/1/2020,2530,29,1,C29,1,137450,8/2/2015,,3,4,4304720,2,,0
17159,4/1/2020,2530,29,1,C29,1,137450,8/2/2015,,3,4,0,2,,0
17160,5/1/2020,2530,29,1,C29,1,137450,8/2/2015,,3,4,1030510,2,,0
17161,6/1/2020,2530,29,1,C29,1,137450,8/2/2015,,3,4,495960,2,,0
17162,7/1/2020,2530,29,1,C29,1,137450,8/2/2015,,3,4,1056360,2,,0
17163,8/1/2020,2530,29,1,C29,1,137450,8/2/2015,29/07/20,3,4,0,2,,1
17164,7/1/2020,2532,38,0,C20,2,90090,28/06/20,,2,2,0,2,,0
17165,8/1/2020,2532,38,0,C20,2,90090,28/06/20,,2,2,590300,2,,0
17166,9/1/2020,2532,38,0,C20,2,90090,28/06/20,,2,2,300000,2,,0
